"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-05","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60' E1","Run","HR max durante el entrenamiento: 138 bpm","1","","2026-01-06","","9702.33984375","263","416","966.579","","1.02238273620605","2.63599991798401","","166","","139","165","","","1.16297325411066","137.26","","","","","","","","","","","0","0","0","7","15","38","3","","","","",""
"Mountaineering","Walk","","","","2026-01-06","","4849.77001953125","","","","","1.47706639766693","0.912000000476837","","88","","109","143","","","0.240175529658982","9.53","","","","","","","","","","","","","","","","","","","","","",""
"10' LT1 + 6 x 8' LT2","Bike","","2","","2026-01-07","","47019.421875","156","489","978.681","","1.7389897108078","7.51100015640259","","78","","","","","","0.796373060320539","110.04","","","","","","","","","","","14","15","12","20","15","8","0","","","","",""
"T2.LT2 - 3 x 10'","Run","T2 No pases de 172ppm durante intervalos 10min","0.810555555555556","","2026-01-07","","9609.5302734375","336","506","889.081","","0.734430015087128","3.63499999046326","","174","","164","190","","","1.48355788523659","159.79","","","","","","","","","","","0","0","0","0","1","18","25","","","","3","5"
"45' E1","Run","HR max durante el entrenamiento: 138 bpm Entreno opcional, si muy cansado, descanso OK!","0.75","","2026-01-08","","8014.89990234375","244","353","755.443","","0.858579695224762","2.59299993515015","","163","","112","134","","","1.06956556619637","98.17","","","","","","","","","","","0","0","0","3","21","28","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-09","Post bike o PM","0","","","","","0.45793554186821","0","","","","90","141","","","0.556658559736146","15.41","","","","","","","","","","","","","","","","","","","","","",""
"VO2max: 4 x 30-30 + 5 min + 4 x 30 -30","Bike","","1.5","","2026-01-09","","30645.91015625","126","550","5665.569","","1.39313852787018","6.1100001335144","","73","","139","194","","","0.775383841472861","83.34","","","","","","","","","","","628","16","9","2","1","6","3","","","","",""
"LT2 - 9 x 3'","Run","Max HR en los intervalos: 173 No pases de 172","1.16055555555556","","2026-01-10","","7317.7900390625","311","448","677.75","","0.604592204093933","3.36199998855591","","171","","157","176","","","1.39634163157757","116.3","","","","","","","","","","","0","0","0","1","4","17","14","","","","",""
"1h E1","Bike","Post running <130HR","1","","2026-01-10","","389.130004882813","32","185","1.265","","0.0123072220012546","8.78299999237061","","70","","","","","","0.100606292205454","","","","","","","","","","","","0","0","0","0","0","0","0","","","","",""
"Mixed Surface Cycling","Bike","","","","2026-01-10","","26593.330078125","110","453","484.114","","1.2194105386734","6.05800008773804","","73","","121","139","","","0.533373882797974","34.61","","","","","","","","","","","30","17","3","1","1","0","0","","","","",""
"4h30 E1","Bike","<130bpm","4.5","","2026-01-11","","103699.40625","106","481","1664.135","","4.35361909866333","6.61600017547607","","72","","123","165","","","0.552014670816812","132.34","","","","","","","","","","","67","52","20","8","3","4","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-12","","0","","","","","0.500059723854065","0","","","","97","132","","","0.573346061455633","17.9","","","","","","","","","","","","","","","","","","","","","",""
"1h E1","Run","1h max HR 70% of HRmax","1","","2026-01-12","","9065.400390625","252","431","864.29","","0.951140522956848","2.64800000190735","","162","","128","146","","","1.09788694958524","113.77","","","","","","","","","","","0","0","1","3","15","39","1","","","","",""
"1h E1","Bike","<130HR","1","","2026-01-13","","20180.919921875","102","411","330.878","","0.899781703948975","6.23000001907349","","74","","","","","","0.502065279669554","22.55","","","","","","","","","","","18","12","2","1","0","0","0","","","","",""
"1h30 E2","Run","","","","2026-01-13","","16011.650390625","275","384","1484.797","","1.50002527236938","2.96499991416931","","168","","139","167","","","1.19482667555329","212.84","","","","","","","","","","","0","0","0","0","2","86","1","","","","2","5"
"MAX -> Z2 alta: 5 x 10'' MAX + 7 x 7'","Bike","20' <130hr 5 x 10'' sec A TOPE!! LAC? 7 x 7' <155hr LAC?","1.83888888888889","","2026-01-14","","45537.171875","122","802","856.246","","1.94358384609222","6.50799989700317","","73","","130","177","","","0.647621602967229","80.78","","","","","","","","","","","18","33","24","5","1","1","1","","","","",""
"8' Z2 + 2x 8 x 30/25 + 8' Z2","Run","8' LT1 @max HR -3bpm of LT1 HR 8 x 30-25'' Work: @3:35-3:40/km Rest: very easy LAC? 8' Z2 @safe LT1 guided by HR","1.04444444444444","","2026-01-15","","10880.41015625","306","471","1023.533","","0.928761959075928","3.25399994850159","","169","","144","179","","","1.34612973962657","166.65","","","","","","","","","","","0","0","0","0","1","46","8","","","","3","3"
"1h E1","Bike","<130HR","1","","2026-01-16","","36952.23046875","123","331","194.861","","1.61242163181305","6.36600017547607","","71","","123","157","","","0.614042194411163","16.43","","","","","","","","","","","4","7","6","2","1","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-16","Post bike o PM","0","","","","","0.500150263309479","0","","","","77","136","","","0.537260786957166","15.71","","","","","","","","","","","","","","","","","","","","","",""
"5 x (3' LT1 + 30'' E1 + 3' LT2 medium + 1' E1)","Run","5 x 3' @LT1 30s E1 3' @HM pace 1' E1 LAC?","1.125","","2026-01-17","","10961.2802734375","302","490","1022.761","","0.941118001937866","3.23499989509583","","170","","149","181","","","1.33193259191049","165.52","","","","","","","","","","","0","0","0","0","3","40","14","","","","2","5"
"1h E1","Bike","Post running <130HR","1","","2026-01-17","","25528.609375","106","373","466.28","","1.22240996360779","5.80100011825562","","69","","122","149","","","0.494817181568871","29.76","","","","","","","","","","","31","19","2","0","0","0","0","","","","",""
"Running","Run","","","","2026-01-17","","5002.91","270","429","469.216","","0.482777777777778","2.879","","167","","135","161","","","1.17584387920056","66.15","","","","","","","","","","","0","0","0","0","3","26","0","","","","",""
"5h E1","Bike","<130bpm","5","","2026-01-18","","38734.5390625","52","245","316.624","","1.70054197311401","6.3270001411438","","76","","115","145","","","0.288079980171407","14.11","","","","","","","","","","","6","1","0","0","0","0","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-19","","0","","","","","0.905914723873138","0","","","","84","122","","","0.544219115090788","29.65","","","","","","","","","","","","","","","","","","","","","",""
"1h E1","Run","1h max HR 70% of HRmax","1","","2026-01-19","","10204.669921875","278","457","988.325","","0.985909402370453","2.875","","167","","133","141","","","1.20793788150937","142.46","","","","","","","","","","","0","0","0","0","0","58","1","","","","",""
"1h30' E2","Run","10' en progresión desde 6:00 a 5:40 + sostenido @5:40/km resto del rodaje @90g carbohidratos durante entrenamiento","1.5","","2026-01-20","","16006.8603515625","284","455","1517.061","","1.48181915283203","3.00099992752075","","168","","145","170","","","1.24672136723099","228.86","","","","","","","","","","","0","0","0","1","6","75","7","","","","1","5"
"MAX -> Z2 alta: 6 x 10'' MAX + 6 x 8'","Bike","20' <130hr 6 x 10'' sec A TOPE!! 6 x 8' <155hr LAC?","1.875","","2026-01-21","","43147.140625","132","701","808.305","","1.71010887622833","7.00899982452393","","75","","134","172","","","0.672763749157715","77.12","","","","","","","","","","","17","26","25","7","1","1","1","","","","3","5"
"4 x 25'' Sub-max + 8' Z2 + 8 x 4' LT1","Run","","1.37222222222222","","2026-01-22","","13300.509765625","291","491","1245.519","","1.1893196105957","3.10599994659424","","168","","148","179","","","1.27234415346292","190.95","","","","","","","","","","","0","0","0","0","4","64","4","","","","3","5"
"Strength","Strength","","","","2026-01-22","","0","","","","","0.773593902587891","0","","","","82","129","","","0.538265285785757","24.66","","","","","","","","","","","","","","","","","","","","","",""
"Fuerza","Strength","1. Media sentadilla: 3 x 10 2. Prensa unilateral: 3 x 10 3. Extensión de rodilla unilateral: 3 x 10 4. Soleo sentado isometrico: 3 x 1 x 45'' 5. Gemelo: 3 x 10","0.5","","2026-01-23","Post bike o PM","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2026-01-23","","6554.759765625","210","301","625.203","","0.825654983520508","2.20499992370605","","160","","124","135","","","0.911411162922358","67.76","","","","","","","","","","","0","0","4","37","9","1","0","","","","",""
"8' Z2 + 10 x 1km LT1 -> LT2 + 8' Z2","Run","","1.69333333333333","","2026-01-24","","17435.7109375","308","548","1633.873","","1.47022771835327","3.29399991035461","","168","","151","183","","","1.36958240350966","274.55","","","","","","","","","","","0","0","0","1","3","66","19","","","","3","5"
"1h E1","Bike","Post running <130HR","1","","2026-01-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5h E1","Bike","<130bpm","5","","2026-01-25","","31966.4609375","99","426","568.713","","1.59548389911652","5.56500005722046","","72","","117","165","","","0.550353252605143","48.25","","","","","","","","","","","24","16","6","2","1","2","1","","","","",""
"1h5' E2","Run","","1.08333333333333","","2026-01-26","","12285.3603515625","284","389","1156.113","","1.13095021247864","3.01699995994568","","167","","144","158","","","1.23326395795651","171.04","","","","","","","","","","","0","0","0","0","2","63","2","","","","",""
"Fuerza","Strength","1. Media sentadilla: 4 x 10 2. Hip trust: 4 x 10 3. Prensa unilateral: 4 x 10 4. Extensión de rodilla unilateral: 3 x 10 5. Soleo sentado isometrico: 3 x 1 x 45'' 6. Gemelo: 3 x 10","0.5","","2026-01-26","","0","","","","","0.544868052005768","0","","","","89","140","","","0.557111757792502","18.45","","","","","","","","","","","","","","","","","","","","","",""
"10' Z2 + 4 x 10' LT1","Run","","1.425","","2026-01-27","","13938.990234375","299","392","1333.213","","1.23648476600647","3.13100004196167","","167","","145","163","","","1.30160847840105","208.5","","","","","","","","","","","0","0","0","0","1","71","2","","","","2","5"
"6 x 10'' MAX + 5 x 9' LT1","Bike","20' <130hr 6 x 10'' sec A TOPE!! 5 x 9' <155hr LAC?","1.75833333333333","","2026-01-28","","44009.26953125","135","705","875.663","","1.79930281639099","6.79400014877319","","68","","136","182","","","0.686756340845806","84.39","","","","","","","","","","","19","28","24","8","2","2","1","","","","",""
"Lap Swimming","Swim","","","","2026-01-28","","950","","","","","0.356986943880717","0.735294117647059","","24","","97","136","","","0.827916988623293","20.26","","","","","","","","","","","","","","","","","","","","","",""
"10' Z2 + 2 x 10' LT2 + 10' Z2","Bike","Series de 10min cadencia 65-75rpm bien acoplado","1.98333333333333","","2026-01-29","","47074.3203125","127","452","891.024","","1.95105755329132","6.7020001411438","","72","","140","184","","","0.689236900119109","92.36","","","","","","","","","","","19","22","15","10","7","4","0","","","","",""
"Fuerza","Strength","1. Media sentadilla: 4 x 10 2. Peso muerto TRAP BAR: 4 x 10 3. Prensa unilateral: 4 x 10 4. isquio sentado unilateral: 3 x 10 5. Soleo sentado isometrico: 3 x 1 x 45'' 6. Gemelo: 3 x 10","0.5","","2026-01-29","","0","","","","","0.252361953258514","0","","","","80","114","","","0.547465379176911","8.1","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2026-01-29","","700","","","","","0.243194167349074","0.794551645856981","","24","","107","139","","","0.895489312723467","17.46","","","","","","","","","","","","","","","","","","","","","",""
"1h40' E2","Run","","1.66666666666667","","2026-01-30","","16421.26953125","278","414","1581.349","","1.57835638523102","2.89000010490417","","164","","143","166","","","1.21979174822686","233.65","","","","","","","","","","","0","0","0","1","10","79","5","","","","",""
"6 x (2'30 LT1 + 30'' E1 + 3'30' LT2 medium + 1' E1)","Run","","1.16666666666667","","2026-01-31","","11498.5595703125","309","524","1095.894","","0.984278917312622","3.24499988555908","","169","","154","181","","","1.37043221101853","183.41","","","","","","","","","","","0","0","0","0","2","40","16","","","","3","5"
"Lap Swimming","Swim","","","","2026-01-31","","1200","","","","","0.384666944079929","0.862068965517241","","24","","126","157","","","0.970536561768508","35.17","","","","","","","","","","","","","","","","","","","","","",""
"5h30 E1","Bike","<130bpm","5.5","","2026-02-01","","107602.9609375","99","611","1846.762","","5.16634559631348","5.78499984741211","","67","","121","171","","","0.483124169692009","120.35","","","","","","","","","","","111","48","8","3","1","2","1","","","","",""
"Fuerza","Strength","1. Media sentadilla: 4 x 10 2. Hip trust: 4 x 10 3. Prensa unilateral: 4 x 10 4. Extensión de rodilla unilateral: 3 x 10 5. Soleo sentado isometrico: 3 x 1 x 45'' 6. Gemelo: 3 x 10","0.5","","2026-02-02","","0","","","","","0.500219702720642","0","","","","85","117","","","0.551665678478916","16.58","","","","","","","","","","","","","","","","","","","","","",""
"reinicio","Swim","5x200m 1. Crol 2. 50 Crol + 50 Peus sense fusta 3. 2x50 Esq + 50 Braça 4. PB + Pp 5. Crol Respirant c/2,4,6,2 braçades (canvi cada 50m)","","1000","2026-02-02","","2100","","","","","0.34071777895093","1.70593013809911","","25","","117","158","","","1.917520521955","240.22","","","","","","","","","","","","","","","","","","","","","",""
